Sirket	Urun	Tur Adi	Inc	Ram	Isletim Sistemi	Agirlik	Ekran	Ekran Genisligi	Ekran Yuksekligi	Dokunmatik Ekran	IPS Panel	Retina Ekran	Islemci Sirketi	Islemci Frekansi	Islemci Modeli	Birincil Depolama	Ikincil Depolama	Birincil Depolama Turu	Ikincil Depolama Turu	Grafik Karti Sirketi	Grafik Karti Modeli	Fiyat(TürkLirasi)
Chuwi	LapBook 12.3	Notebook	12.3	6.0	Windows 10	1.4	Standard	2736.0	1824.0	No	Yes	Yes	Intel	1.1	Celeron Quad Core N3450	64.0	0.0	Flash Storage	No	Intel	HD Graphics 500	16613.0
HP	ProBook 650	Notebook	15.6	8.0	Windows 10	2.31	Full HD	1920.0	1080.0	No	No	No	Intel	2.9	Core i7 7820HQ	256.0	0.0	SSD	No	Intel	HD Graphics 630	52799.0
Asus	X542UQ-DM117 (i3-7100U/8GB/1TB/GeForce	Notebook	15.6	8.0	Linux	2.3	Full HD	1920.0	1080.0	No	No	No	Intel	2.4	Core i3 7100U	1024.0	0.0	HDD	No	Nvidia	GeForce 940MX	22089.0
Dell	Alienware 17	Gaming	17.3	16.0	Windows 10	4.42	Standard	2560.0	1440.0	No	Yes	No	Intel	2.9	Core i7 7820HK	256.0	1024.0	SSD	HDD	Nvidia	GeForce GTX 1070	103563.0
Dell	Inspiron 7577	Gaming	15.6	8.0	Windows 10	2.62	Full HD	1920.0	1080.0	No	Yes	No	Intel	2.8	Core i7 7700HQ	128.0	1024.0	SSD	HDD	Nvidia	GeForce GTX 1050 Ti	42883.0
Dell	Inspiron 5570	Notebook	15.6	8.0	Windows 10	2.02	Full HD	1920.0	1080.0	No	No	No	Intel	1.8	Core i7 8550U	256.0	2048.0	SSD	HDD	AMD	Radeon 530	42268.8
Dell	Latitude 5480	Ultrabook	14.0	8.0	Linux	1.6	Full HD	1920.0	1080.0	No	No	No	Intel	2.8	Core i7 7600U	256.0	0.0	SSD	No	Intel	HD Graphics 620	40663.0
HP	Omen 17-w207nv	Gaming	17.3	12.0	Windows 10	3.35	Full HD	1920.0	1080.0	No	No	No	Intel	2.8	Core i7 7700HQ	256.0	1024.0	SSD	HDD	Nvidia	GeForce GTX 1070	73963.0
Mediacom	FlexBook Edge	2 in 1 Convertible	11.6	4.0	Windows 10	1.16	Full HD	1920.0	1080.0	Yes	Yes	No	Intel	1.1	Celeron Dual Core N3350	32.0	0.0	SSD	No	Intel	HD Graphics 500	11063.0
Samsung	Chromebook 3	Netbook	11.6	4.0	Chrome OS	1.15	Standard	1366.0	768.0	No	No	No	Intel	1.6	Celeron Dual Core N3060	16.0	0.0	Flash Storage	No	Intel	HD Graphics 400	9953.0
Lenovo	Thinkpad 13	Notebook	13.3	8.0	Windows 10	1.4	Full HD	1920.0	1080.0	No	Yes	No	Intel	2.7	Core i7 7500U	256.0	0.0	SSD	No	Intel	HD Graphics 620	37370.0
Lenovo	IdeaPad 320s-14IKB	Notebook	14.0	4.0	Windows 10	1.7	Full HD	1920.0	1080.0	No	Yes	No	Intel	2.7	Core i3 7130U	128.0	0.0	SSD	No	Intel	HD Graphics 620	22163.0
Lenovo	Thinkpad T570	Workstation	15.6	16.0	Windows 10	2.3	4K Ultra HD	3840.0	2160.0	No	Yes	No	Intel	2.8	Core i7 7600U	512.0	0.0	SSD	No	Nvidia	GeForce 940MX	90465.0
Lenovo	Thinkpad P51	Notebook	15.6	16.0	Windows 10	2.5	Full HD	1920.0	1080.0	No	No	No	Intel	2.9	Core i7 7820HQ	512.0	0.0	SSD	No	Nvidia	Quadro M2200M	90613.0
Asus	Rog Strix	Gaming	17.3	8.0	Windows 10	3.2	Full HD	1920.0	1080.0	No	No	No	AMD	3.2	Ryzen 1600	256.0	1024.0	SSD	HDD	AMD	Radeon RX 580	62715.0
HP	15-ra044nv (N3060/4GB/500GB/W10)	Notebook	15.6	4.0	Windows 10	2.1	Standard	1366.0	768.0	No	No	No	Intel	1.6	Celeron Dual Core N3060	500.0	0.0	HDD	No	Intel	HD Graphics 400	12839.0
Google	Pixelbook (Core	Ultrabook	12.3	16.0	Chrome OS	1.1	Standard	2400.0	1600.0	Yes	No	No	Intel	1.3	Core i7 7Y75	512.0	0.0	SSD	No	Intel	HD Graphics 615	81363.0
Lenovo	ThinkPad T470s	Ultrabook	14.0	24.0	Windows 10	1.32	Standard	2560.0	1440.0	No	No	No	Intel	2.7	Core i7 7500U	512.0	0.0	SSD	No	Intel	HD Graphics 620	88134.0
Asus	VivoBook Max	Notebook	15.6	4.0	Linux	2.0	Full HD	1920.0	1080.0	No	No	No	Intel	2.5	Core i5 7200U	256.0	0.0	SSD	No	Intel	HD Graphics 620	20683.0
Lenovo	IdeaPad 320-15AST	Notebook	17.3	8.0	Windows 10	2.8	Standard	1600.0	900.0	No	No	No	AMD	2.5	A6-Series 9220	1024.0	0.0	HDD	No	AMD	Radeon R4	19203.0
Dell	Inspiron 5570	Notebook	15.6	4.0	Windows 10	2.2	Full HD	1920.0	1080.0	No	No	No	Intel	1.6	Core i5 8250U	256.0	0.0	SSD	No	AMD	Radeon 530	27713.0
Lenovo	ThinkPad X270	Ultrabook	12.5	8.0	Windows 10	1.36	Full HD	1920.0	1080.0	No	Yes	No	Intel	2.5	Core i5 7200U	256.0	0.0	SSD	No	Intel	HD Graphics 620	52873.0
Lenovo	IdeaPad 320-15IAP	Notebook	15.6	4.0	Windows 10	2.2	Full HD	1920.0	1080.0	No	No	No	Intel	1.1	Pentium Quad Core N4200	128.0	0.0	SSD	No	Intel	HD Graphics 505	12913.0
HP	Omen 15-AX205na	Gaming	15.6	8.0	Windows 10	2.2	Full HD	1920.0	1080.0	No	Yes	No	Intel	2.8	Core i7 7700HQ	128.0	1024.0	SSD	HDD	Nvidia	GeForce GTX 1050	40663.0
Dell	Latitude 5480	Notebook	14.0	8.0	Windows 10	1.64	Full HD	1920.0	1080.0	No	No	No	Intel	2.8	Core i5 7440HQ	256.0	0.0	SSD	No	Nvidia	GeForce 930MX	43623.0
Acer	Aspire ES1-572	Notebook	15.6	4.0	Linux	2.4	Standard	1366.0	768.0	No	No	No	Intel	2.5	Core i5 7200U	500.0	0.0	HDD	No	Intel	HD Graphics 620	16346.6
Dell	Precision 3520	Workstation	15.6	8.0	Windows 10	2.23	Full HD	1920.0	1080.0	No	No	No	Intel	3.0	Xeon E3-1505M V6	64.0	1024.0	Flash Storage	HDD	Nvidia	Quadro M620	73741.0
MSI	GV62 7RD-1686NL	Gaming	15.6	8.0	Windows 10	2.2	Full HD	1920.0	1080.0	No	No	No	Intel	2.5	Core i5 7300HQ	256.0	0.0	SSD	No	Nvidia	GeForce GTX 1050	38026.38
Microsoft	Surface Laptop	Ultrabook	13.5	16.0	Windows 10 S	1.25	Standard	2256.0	1504.0	Yes	No	No	Intel	2.5	Core i7 7660U	512.0	0.0	SSD	No	Intel	Iris Plus Graphics 640	95793.0
HP	15-bs024nv (i5-7200U/8GB/128GB/W10)	Notebook	15.6	8.0	Windows 10	1.91	Standard	1366.0	768.0	No	No	No	Intel	2.5	Core i5 7200U	128.0	0.0	SSD	No	Intel	HD Graphics 620	21793.0
Dell	Precision 3520	Workstation	15.6	16.0	Windows 10	2.17	Full HD	1920.0	1080.0	No	Yes	No	Intel	2.7	Core i7 6820HQ	256.0	0.0	SSD	No	Nvidia	Quadro M620	73075.0
HP	ProBook 650	Workstation	15.6	8.0	Windows 10	2.31	Full HD	1920.0	1080.0	No	Yes	No	Intel	2.9	Core i7 7820HQ	512.0	0.0	SSD	No	Intel	HD Graphics 620	56758.0
Lenovo	ThinkPad T470	Notebook	14.0	8.0	Windows 10	1.65	Full HD	1920.0	1080.0	No	No	No	Intel	2.5	Core i5 7200U	256.0	0.0	SSD	No	Intel	HD Graphics 620	49765.0
Dell	Inspiron 5570	Notebook	15.6	8.0	Windows 10	2.36	Full HD	1920.0	1080.0	No	No	No	Intel	1.8	Core i7 8550U	128.0	1024.0	SSD	HDD	AMD	Radeon 530	36223.0
Dell	Inspiron 3168	2 in 1 Convertible	11.6	4.0	Windows 10	1.47	Standard	1366.0	768.0	Yes	No	No	Intel	1.6	Pentium Quad Core N3710	500.0	0.0	HDD	No	Intel	HD Graphics 405	17723.0
Dell	Alienware 17	Notebook	17.3	8.0	Windows 10	4.42	Full HD	1920.0	1080.0	No	Yes	No	Intel	2.7	Core i7 7700HQ	1024.0	0.0	HDD	No	Nvidia	GeForce GTX 1060	75702.0
Microsoft	Surface Laptop	Ultrabook	13.5	4.0	Windows 10 S	1.252	Standard	2256.0	1504.0	Yes	No	No	Intel	2.2	Core M m3-7Y30	128.0	0.0	SSD	No	Intel	HD Graphics 615	36593.0
Microsoft	Surface Laptop	Ultrabook	13.5	8.0	Windows 10 S	1.25	Standard	2256.0	1504.0	Yes	No	No	Intel	2.5	Core i7 7660U	256.0	0.0	SSD	No	Intel	Iris Plus Graphics 640	66563.0
HP	17-BS092ND (i3-6006U/8GB/256GB/W10)	Notebook	17.3	8.0	Windows 10	2.5	Standard	1600.0	900.0	No	No	No	Intel	2.0	Core i3 6006U	256.0	0.0	SSD	No	Intel	HD Graphics 520	23676.3
Acer	Aspire E5-576G	Notebook	15.6	4.0	Windows 10	2.23	Full HD	1920.0	1080.0	No	No	No	Intel	2.0	Core i3 6006U	1024.0	0.0	HDD	No	Nvidia	GeForce 940MX	20128.0
Acer	TravelMate B	Netbook	11.6	4.0	Windows 10	1.4	Standard	1366.0	768.0	No	No	No	Intel	1.6	Celeron Dual Core N3060	128.0	0.0	SSD	No	Intel	HD Graphics 400	16095.0
Asus	Pro P2540UA-AB51	Notebook	15.6	8.0	Windows 10	2.37	Full HD	1920.0	1080.0	No	No	No	Intel	2.5	Core i5 7200U	1024.0	0.0	HDD	No	Intel	HD Graphics 620	27713.0
Lenovo	IdeaPad 510s-14IKB	Notebook	14.0	8.0	No OS	1.5	Full HD	1920.0	1080.0	No	Yes	No	Intel	2.7	Core i7 7500U	512.0	0.0	SSD	No	AMD	Radeon R7 M460	29563.0
Lenovo	Thinkpad P51	Notebook	15.6	8.0	Windows 10	2.67	Full HD	1920.0	1080.0	No	No	No	Intel	2.9	Core i7 7820HQ	256.0	0.0	SSD	No	Nvidia	Quadro M2200M	77330.0
Asus	X541NA-PD1003Y (N4200/4GB/500GB/W10)	Notebook	15.6	4.0	Windows 10	2.0	Standard	1366.0	768.0	No	No	No	Intel	1.1	Pentium Quad Core N4200	500.0	0.0	HDD	No	Intel	HD Graphics 500	11248.0
Acer	Aspire 5	Notebook	15.6	4.0	Windows 10	2.2	Standard	1366.0	768.0	No	No	No	Intel	2.0	Core i3 6006U	500.0	0.0	HDD	No	Nvidia	GeForce GTX 940MX	17353.0
Dell	Inspiron 5570	Notebook	15.6	8.0	Windows 10	2.02	Full HD	1920.0	1080.0	No	No	No	Intel	1.6	Core i5 8250U	2048.0	0.0	HDD	No	AMD	Radeon 530	28083.0
HP	Omen 17-an006nv	Gaming	17.3	12.0	Windows 10	3.78	Full HD	1920.0	1080.0	No	Yes	No	Intel	2.8	Core i7 7700HQ	1024.0	0.0	HDD	No	Nvidia	GeForce GTX 1060	62863.0
Lenovo	Thinkpad T460s	Ultrabook	14.0	12.0	Windows 10	1.4	Quad HD+	2560.0	1440.0	No	Yes	No	Intel	2.6	Core i7 6600U	256.0	0.0	SSD	No	Intel	HD Graphics 520	68746.0
HP	Spectre x360	2 in 1 Convertible	13.3	8.0	Windows 10	1.29	4K Ultra HD	3840.0	2160.0	Yes	Yes	No	Intel	1.8	Core i7 8550U	512.0	0.0	SSD	No	Intel	UHD Graphics 620	73963.0
HP	ZBook 15u	Notebook	15.6	8.0	Windows 10	1.9	Full HD	1920.0	1080.0	No	No	No	Intel	2.5	Core i5 7200U	500.0	0.0	HDD	No	AMD	FirePro W4190M 	42698.0
Google	Pixelbook (Core	Ultrabook	12.3	8.0	Chrome OS	1.1	Standard	2400.0	1600.0	Yes	No	No	Intel	1.2	Core i5 7Y57	128.0	0.0	SSD	No	Intel	HD Graphics 615	47175.0
Dell	Latitude 7390	Ultrabook	13.3	8.0	Windows 10	1.42	Full HD	1920.0	1080.0	Yes	No	No	Intel	1.6	Core i5 8250U	256.0	0.0	SSD	No	Intel	UHD Graphics 620	68148.45
Asus	ZenBook Pro	Notebook	15.6	12.0	Windows 10	2.06	4K Ultra HD	3840.0	2160.0	No	Yes	No	Intel	2.6	Core i7 6700HQ	128.0	1024.0	SSD	HDD	Intel	HD Graphics 530	48063.0
Dell	Latitude E5470	Notebook	14.0	8.0	Windows 10	1.79	Standard	1366.0	768.0	No	No	No	Intel	2.3	Core i3 6100U	128.0	0.0	SSD	No	Intel	HD Graphics 520	27380.0
Dell	Precision M5520	Workstation	15.6	8.0	Windows 10	1.78	Full HD	1920.0	1080.0	No	No	No	Intel	2.8	Core i7 7700HQ	256.0	0.0	SSD	No	Nvidia	Quadro M1200	89096.0
Lenovo	Thinkpad T470	Notebook	14.0	8.0	Windows 10	1.7	Full HD	1920.0	1080.0	No	No	No	Intel	2.5	Core i5 7200U	180.0	0.0	SSD	No	Intel	HD Graphics 620	50468.0
Dell	Inspiron 3576	Notebook	15.6	8.0	Windows 10	2.2	Full HD	1920.0	1080.0	No	No	No	Intel	1.6	Core i5 8250U	1024.0	0.0	HDD	No	AMD	Radeon 520	24975.0
Toshiba	Portege X30-D-10J	Notebook	13.3	8.0	Windows 10	1.05	Full HD	1920.0	1080.0	No	Yes	No	Intel	2.5	Core i5 7200U	256.0	0.0	SSD	No	Intel	HD Graphics 620	61864.0
Dell	Inspiron 7570	Notebook	15.6	8.0	Windows 10	2.16	Full HD	1920.0	1080.0	No	Yes	No	Intel	1.8	Core i7 8550U	512.0	0.0	SSD	No	Nvidia	GeForce 940MX	46694.0
Dell	Vostro 3568	Notebook	15.6	4.0	Windows 10	2.18	Standard	1366.0	768.0	No	No	No	Intel	2.4	Core i3 7100U	1024.0	0.0	HDD	No	Intel	HD Graphics 620	21704.2
HP	ProBook 430	Notebook	13.3	4.0	Windows 10	1.49	Full HD	1920.0	1080.0	No	Yes	No	Intel	1.6	Core i5 8250U	128.0	0.0	SSD	No	Intel	UHD Graphics 620	26862.0
"Chuwi,""Lapbook 15,6"",Notebook,15.6,4,Windows 10,1.89,248.9,Full HD,1920,1080,No,No,No,Intel,1.44,Atom x5-Z8350,64,0,Flash Storage,No,Intel,HD Graphics"																						
Lenovo	ThinkPad E570	Notebook	15.6	4.0	Windows 10	2.3	Standard	1366.0	768.0	No	No	No	Intel	2.0	Core i3 6006U	128.0	0.0	SSD	No	Intel	HD Graphics 520	20905.0
Lenovo	ThinkPad E480	Notebook	14.0	8.0	Windows 10	1.75	Full HD	1920.0	1080.0	No	Yes	No	Intel	1.6	Core i5 8250U	256.0	0.0	SSD	No	Intel	UHD Graphics 620	38813.0
Dell	Precision 3520	Workstation	15.6	16.0	Windows 10	2.17	Full HD	1920.0	1080.0	No	Yes	No	Intel	2.7	Core i7 6820HQ	512.0	0.0	SSD	No	Nvidia	Quadro M620	86506.0
Dell	XPS 15	Notebook	15.6	16.0	Windows 10	2.06	Full HD	1920.0	1080.0	No	No	No	Intel	2.8	Core i7 7700HQ	512.0	0.0	SSD	No	Nvidia	GeForce GTX 1050	70263.0
Lenovo	Thinkpad X270	Ultrabook	12.5	16.0	Windows 10	1.36	Full HD	1920.0	1080.0	No	Yes	No	Intel	2.7	Core i7 7500U	512.0	0.0	SSD	No	Intel	HD Graphics 620	66526.0
Asus	Zenbook UX390UA	Ultrabook	12.5	16.0	Windows 10	0.91	Full HD	1920.0	1080.0	No	No	No	Intel	2.7	Core i7 7500U	512.0	0.0	SSD	No	Intel	HD Graphics 620	72150.0
Lenovo	Thinkpad E570	Notebook	15.6	8.0	Windows 10	2.3	Full HD	1920.0	1080.0	No	Yes	No	Intel	2.5	Core i5 7200U	256.0	0.0	SSD	No	Nvidia	GeForce 940MX	37443.63
Toshiba	Portege X30-D-10L	Ultrabook	13.3	32.0	Windows 10	1.05	Full HD	1920.0	1080.0	Yes	No	No	Intel	2.7	Core i7 7500U	512.0	0.0	SSD	No	Intel	HD Graphics 620	103563.0
Asus	VivoBook Pro	Gaming	15.6	8.0	Windows 10	1.99	Full HD	1920.0	1080.0	No	No	No	Intel	2.8	Core i7 7700HQ	128.0	1024.0	SSD	HDD	Nvidia	GeForce GTX 1050	49950.0
Acer	Aspire 5	Notebook	15.6	8.0	Windows 10	2.2	Standard	1366.0	768.0	No	No	No	AMD	2.5	A10-Series 9620P	1024.0	0.0	HDD	No	AMD	Radeon RX 540	21423.0
Asus	Rog G752VL-UH71T	Gaming	17.3	24.0	Windows 10	4.33	Full HD	1920.0	1080.0	Yes	Yes	No	Intel	2.6	Core i7 6700HQ	256.0	1024.0	SSD	HDD	Nvidia	GeForce GTX 965M	46953.0
Lenovo	Thinkpad X260	Ultrabook	12.5	8.0	Windows 10	1.3	Standard	1366.0	768.0	No	Yes	No	Intel	2.3	Core i5 6200U	180.0	0.0	SSD	No	Intel	HD Graphics 520	40663.0
Lenovo	Ideapad 520-15IKBR	Notebook	15.6	8.0	Windows 10	2.17	Full HD	1920.0	1080.0	No	No	No	Intel	1.8	Core i7 8550U	256.0	0.0	SSD	No	Intel	UHD Graphics 620	33259.299999999996
HP	EliteBook 840	Notebook	14.0	8.0	Windows 10	1.48	Full HD	1920.0	1080.0	No	No	No	Intel	2.8	Core i7 7600U	1024.0	0.0	SSD	No	Intel	HD Graphics 620	64713.0
Lenovo	ThinkPad 13	Notebook	13.3	8.0	Windows 10	1.4	Full HD	1920.0	1080.0	No	Yes	No	Intel	2.4	Core i3 7100U	256.0	0.0	SSD	No	Intel	HD Graphics 620	35113.0
Lenovo	ThinkPad L570	Notebook	15.6	8.0	Windows 10	2.3	Full HD	1920.0	1080.0	No	Yes	No	Intel	2.5	Core i5 7200U	256.0	0.0	SSD	No	Intel	HD Graphics 620	33707.0
Asus	VivoBook E201NA	Netbook	11.6	4.0	Windows 10 S	1.2	Standard	1366.0	768.0	No	No	No	Intel	1.1	Celeron Dual Core N3350	64.0	0.0	Flash Storage	No	Intel	HD Graphics 500	12580.0
HP	15-BS026nv (i5-7200U/8GB/256GB/Radeon	Notebook	15.6	8.0	Windows 10	1.91	Standard	1366.0	768.0	No	No	No	Intel	2.5	Core i5 7200U	256.0	0.0	SSD	No	AMD	Radeon 520	22902.63
Lenovo	Yoga 920-13IKB	2 in 1 Convertible	13.9	8.0	Windows 10	1.4	Full HD	1920.0	1080.0	Yes	Yes	No	Intel	1.6	Core i5 8250U	256.0	0.0	SSD	No	Intel	UHD Graphics 620	59163.0
Lenovo	IdeaPad 320-14IAP	Notebook	14.0	4.0	Windows 10	2.1	Standard	1366.0	768.0	No	No	No	Intel	1.1	Celeron Dual Core N3350	500.0	0.0	HDD	No	Intel	HD Graphics 500	11063.0
Lenovo	Chromebook N23	Netbook	11.6	4.0	Chrome OS	1.25	Standard	1366.0	768.0	No	No	No	Intel	1.6	Celeron Dual Core N3060	16.0	0.0	SSD	No	Intel	HD Graphics 400	9805.0
Lenovo	ThinkPad 13	Notebook	13.3	8.0	Windows 10	1.44	Full HD	1920.0	1080.0	No	No	No	Intel	2.5	Core i5 7200U	256.0	0.0	SSD	No	Intel	HD Graphics 620	35113.0
Asus	ZenBook UX510UX-CN211T	Notebook	15.6	8.0	Windows 10	2.0	Full HD	1920.0	1080.0	No	No	No	Intel	2.7	Core i7 7500U	256.0	1024.0	SSD	HDD	Intel	HD Graphics 620	45288.0
Acer	Aspire A515-51G-59QF	Notebook	15.6	4.0	Windows 10	2.2	Full HD	1920.0	1080.0	No	Yes	No	Intel	1.6	Core i5 8250U	1024.0	0.0	HDD	No	Nvidia	GeForce MX150	22681.0
HP	Envy 13-AB002nv	Ultrabook	13.3	8.0	Windows 10	1.34	Full HD	1920.0	1080.0	No	Yes	No	Intel	2.7	Core i7 7500U	512.0	0.0	SSD	No	Intel	HD Graphics 620	48951.0
Lenovo	Legion Y520-15IKBN	Gaming	15.6	8.0	No OS	2.4	Full HD	1920.0	1080.0	No	Yes	No	Intel	2.8	Core i7 7700HQ	256.0	1024.0	SSD	HDD	Nvidia	GeForce GTX 1060	42513.0
Dell	XPS 13	Ultrabook	13.3	8.0	Windows 10	1.29	Full HD	1920.0	1080.0	Yes	Yes	No	Intel	2.5	Core i5 7200U	128.0	0.0	SSD	No	Intel	HD Graphics 620	33263.0
Acer	Aspire A515-51G	Notebook	15.6	4.0	Windows 10	2.2	Full HD	1920.0	1080.0	No	No	No	Intel	2.7	Core i7 7500U	500.0	0.0	HDD	No	Nvidia	GeForce 940MX	23643.0
Dell	Vostro 5568	Notebook	15.6	8.0	Windows 10	2.18	Full HD	1920.0	1080.0	No	No	No	Intel	2.5	Core i5 7200U	1024.0	0.0	HDD	No	Intel	HD Graphics 620	30932.0
Dell	Inspiron 5570	Notebook	15.6	16.0	Windows 10	2.2	Full HD	1920.0	1080.0	No	No	No	Intel	1.8	Core i7 8550U	256.0	2048.0	SSD	HDD	AMD	Radeon 530	45111.88
Xiaomi	Mi Notebook	Notebook	15.6	16.0	No OS	1.95	Full HD	1920.0	1080.0	No	Yes	No	Intel	1.8	Core i7 8550U	256.0	0.0	SSD	No	Nvidia	GeForce MX150	51798.15
Asus	VivoBook E12	Netbook	11.6	2.0	Windows 10	1.1	Standard	1366.0	768.0	No	No	No	Intel	1.1	Celeron Dual Core N3350	32.0	0.0	Flash Storage	No	Intel	HD Graphics 500	9065.0
HP	15-bs190od (i5-8250U/4GB/1TB/W10)	Notebook	15.6	4.0	Windows 10	2.04	Standard	1366.0	768.0	Yes	No	No	Intel	1.6	Core i5 8250U	1024.0	0.0	HDD	No	Intel	UHD Graphics 620	19294.39
Asus	ROG Zephyrus	Gaming	15.6	24.0	Windows 10	2.24	Full HD	1920.0	1080.0	No	No	No	Intel	2.8	Core i7 7700HQ	512.0	0.0	SSD	No	Nvidia	GeForce GTX1080	109816.0
HP	Probook 450	Notebook	15.6	8.0	Windows 10	2.04	Full HD	1920.0	1080.0	No	No	No	Intel	2.5	Core i5 7200U	256.0	0.0	SSD	No	Nvidia	GeForce 930MX	32893.0
Asus	FX753VE-GC155T (i7-7700HQ/16GB/1TB	Gaming	17.3	16.0	Windows 10	3.0	Full HD	1920.0	1080.0	No	No	No	Intel	2.8	Core i7 7700HQ	256.0	1024.0	SSD	HDD	Nvidia	GeForce GTX1050 Ti	55648.0
Lenovo	Legion Y720-15IKB	Gaming	15.6	8.0	Windows 10	3.2	Full HD	1920.0	1080.0	No	Yes	No	Intel	2.8	Core i7 7700HQ	256.0	1024.0	SSD	HDD	Nvidia	GeForce GTX 1060	51763.0
HP	Spectre X360	Ultrabook	13.3	8.0	Windows 10	1.32	Full HD	1920.0	1080.0	No	Yes	No	Intel	2.7	Core i7 7500U	256.0	0.0	SSD	No	Intel	HD Graphics 620	51763.0
Dell	Latitude 5480	Notebook	14.0	8.0	Windows 10	1.64	Full HD	1920.0	1080.0	No	No	No	Intel	2.6	Core i5 7300U	256.0	0.0	SSD	No	Intel	HD Graphics 620	47350.01
HP	ProBook 440	Notebook	15.6	4.0	Windows 10	1.63	Standard	1366.0	768.0	No	No	No	Intel	2.0	Core i3 6006U	128.0	0.0	SSD	No	Intel	HD Graphics 520	25493.0
Dell	Inspiron 5770	Notebook	17.3	8.0	Linux	2.8	Full HD	1920.0	1080.0	No	Yes	No	Intel	1.6	Core i5 8250U	128.0	1024.0	SSD	HDD	AMD	Radeon 530	32893.0
Lenovo	ThinkPad L470	Notebook	14.0	8.0	Windows 7	2.02	Full HD	1920.0	1080.0	No	No	No	Intel	2.3	Core i5 6200U	256.0	0.0	SSD	No	Intel	HD Graphics 520	49580.0
Lenovo	IdeaPad 320-15IKB	Notebook	15.6	4.0	Windows 10	2.2	Full HD	1920.0	1080.0	No	No	No	Intel	2.7	Core i7 7500U	1024.0	0.0	HDD	No	Nvidia	GeForce 920MX	29563.0
Lenovo	IdeaPad 320-15ISK	Notebook	15.6	8.0	No OS	2.2	Standard	1366.0	768.0	No	No	No	Intel	2.0	Core i3 6006U	2048.0	0.0	HDD	No	Nvidia	GeForce 920MX 	16983.0
Dell	Inspiron 3567	Notebook	15.6	4.0	Windows 10	2.3	Full HD	1920.0	1080.0	No	No	No	Intel	2.5	Core i5 7200U	500.0	0.0	HDD	No	AMD	Radeon R5 M430	21645.0
Dell	Latitude 5580	Notebook	15.6	8.0	Windows 10	1.9	Full HD	1920.0	1080.0	No	No	No	Intel	2.8	Core i5 7440HQ	256.0	0.0	SSD	No	Intel	HD Graphics 620	50949.0
Dell	Alienware 17	Gaming	17.3	16.0	Windows 10	4.42	Full HD	1920.0	1080.0	No	Yes	No	Intel	2.8	Core i7 7700HQ	128.0	1024.0	SSD	HDD	Nvidia	GeForce GTX 1070	111472.49
Toshiba	Satellite Pro	Notebook	15.6	8.0	Windows 10	2.0	Full HD	1920.0	1080.0	No	Yes	No	Intel	2.5	Core i5 7200U	500.0	0.0	HDD	No	Intel	HD Graphics 620	31820.0
Asus	Zenbook UX510UW-FI095T	Notebook	15.6	8.0	Windows 10	2.0	4K Ultra HD	3840.0	2160.0	No	Yes	No	Intel	2.7	Core i7 7500U	256.0	1024.0	SSD	HDD	Nvidia	GeForce GTX 960M	48063.0
Mediacom	SmartBook Edge	Notebook	13.3	4.0	Windows 10	1.2	Full HD	1920.0	1080.0	No	Yes	No	Intel	1.1	Celeron Quad Core N3450	32.0	0.0	SSD	No	Intel	HD Graphics 500	13653.0
Asus	ROG Strix	Gaming	15.6	8.0	Windows 10	2.3	Full HD	1920.0	1080.0	No	Yes	No	Intel	2.5	Core i5 7300HQ	128.0	1024.0	SSD	HDD	Nvidia	GeForce GTX 1060	61013.0
Dell	Latitude 5580	Notebook	15.6	8.0	Windows 10	1.93	Full HD	1920.0	1080.0	No	No	No	Intel	2.8	Core i7 7600U	256.0	0.0	SSD	No	Nvidia	GeForce 930MX	50653.0
Dell	Inspiron 5570	Notebook	15.6	8.0	Windows 10	2.2	Full HD	1920.0	1080.0	No	No	No	Intel	1.6	Core i5 8250U	256.0	0.0	SSD	No	AMD	Radeon 530	29504.17
HP	250 G6	Notebook	15.6	4.0	Windows 10	1.86	Full HD	1920.0	1080.0	No	No	No	Intel	1.6	Pentium Quad Core N3710	256.0	0.0	SSD	No	Intel	HD Graphics 405	14762.630000000001
HP	Omen 15-ce006nv	Gaming	17.3	12.0	Windows 10	2.62	Full HD	1920.0	1080.0	No	No	No	Intel	2.8	Core i7 7700HQ	1024.0	0.0	HDD	No	Nvidia	GeForce GTX 1060	66563.0
Lenovo	Thinkpad E470	Notebook	14.0	8.0	Windows 10	1.87	Full HD	1920.0	1080.0	No	Yes	No	Intel	2.7	Core i7 7500U	256.0	0.0	SSD	No	Nvidia	GeForce 940MX	31783.0
Dell	XPS 13	Ultrabook	13.3	8.0	Windows 10	1.2	Quad HD+	3200.0	1800.0	Yes	No	No	Intel	1.8	Core i7 8550U	256.0	0.0	SSD	No	Intel	UHD Graphics 620	51763.0
Dell	Vostro 5468	Notebook	14.0	4.0	Windows 10	1.6	Full HD	1920.0	1080.0	No	No	No	Intel	2.0	Core i3 6006U	128.0	0.0	SSD	No	Intel	HD Graphics 520	27227.19
HP	Envy 13-AB020nr	Ultrabook	13.3	8.0	Windows 10	1.34	Quad HD+	3200.0	1800.0	No	Yes	No	Intel	2.7	Core i7 7500U	256.0	0.0	SSD	No	Intel	HD Graphics 620	42365.0
Acer	Aspire 7	Gaming	15.6	8.0	Linux	2.4	Full HD	1920.0	1080.0	No	No	No	Intel	2.5	Core i5 7300HQ	1024.0	0.0	HDD	No	Nvidia	GeForce GTX 1050	29526.0
